Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Psychotherapist,10%,531,2391,0.222082811,Hospitality
Public Address Announcer,10%,1082,4469,0.242112329,Data & IT
Public Affairs Specialist,40%,647,2271,0.284896521,Data & IT
Public Defender,20%,139,1046,0.132887189,Data & IT
Public Health Advisor,20%,902,3456,0.26099537,Supply Chain & Logistics
Public Health Analyst,10%,852,3587,0.237524394,Law Enforcement
Public Health Dentist,12%,455,1942,0.234294542,Medical & Healthcare
Public Health Educator,20%,180,1555,0.115755627,Data & IT
Public Health Nurse,15%,740,2968,0.249326146,Data & IT
Public Information Officer,25%,795,2071,0.383872525,Administrative & Clerical
Public Relations,40%,734,2691,0.272761055,Sales & Marketing
Public Relations Assistant,30%,340,1948,0.174537988,Leadership & Strategy
Public Relations Coordinator,35%,974,3481,0.279804654,Leadership & Strategy
Public Relations Director,25%,807,2317,0.348295209,Hospitality
Public Relations Manager,24%,291,2380,0.122268908,Medical & Healthcare
Public Relations Specialist,30%,351,2093,0.167701863,Medical & Healthcare
Public Safety Dispatcher,70%,164,1039,0.157844081,Law Enforcement
Public Safety Officer,15%,817,3365,0.242793462,Hospitality
Public Works Director,20%,152,1215,0.125102881,Construction
Publicist,20%,260,2054,0.126582278,Construction
Publisher,25%,808,2321,0.348125808,Communication & PR
Pump Operator,17%,487,2005,0.242892768,Sales & Marketing
Pumper,20%,104,1136,0.091549296,Administrative & Clerical
Purchaser,59%,142,1024,0.138671875,Communication & PR
Purchasing Agent,35%,853,3098,0.275338928,Sales & Marketing
Purchasing Analyst,50%,147,1149,0.127937337,Law Enforcement
Purchasing Assistant,75%,163,1417,0.115031757,Administrative & Clerical
Purchasing Buyer,70%,164,1427,0.114926419,Supply Chain & Logistics
Purchasing Clerk,85%,180,1306,0.137825421,Law Enforcement
Purchasing Coordinator,60%,158,1201,0.131557036,Sales & Marketing
Purchasing Director,20%,226,1559,0.144964721,Supply Chain & Logistics
Purchasing Manager,20%,1184,4682,0.252883383,Sales & Marketing
Purchasing Specialist,40%,530,1717,0.308677927,Administrative & Clerical
Python Developer,25%,541,1469,0.36827774,Supply Chain & Logistics
Qa Analyst,40%,643,1948,0.330082136,Supply Chain & Logistics
QA Automation Engineer,80%,155,1525,0.101639344,Sales & Marketing
Qa Consultant,30%,329,2365,0.139112051,Hospitality
Qa Director,25%,755,2434,0.310188989,Law Enforcement
Qa Engineer,45%,169,1722,0.098141696,Sales & Marketing
Qa Inspector,30%,340,2417,0.140670252,Communication & PR
Qa Lead,30%,328,2375,0.138105263,Data & IT
Qa Manager,25%,779,2477,0.314493339,Construction
Qa Software Tester,70%,127,918,0.138344227,Law Enforcement
Qa Specialist,25%,786,2543,0.309083759,Sales & Marketing
Qa Supervisor,25%,740,2437,0.303652031,Hospitality
Qa Test Lead,30%,328,2375,0.138105263,Administrative & Clerical
Qa Tester,50%,280,2236,0.125223614,Supply Chain & Logistics
Quality Analyst,25%,760,2449,0.310330747,Communication & PR
Quality Assurance,20%,217,1858,0.11679225,Sales & Marketing
Quality Assurance Analyst,25%,783,2547,0.307420495,Data & IT
Quality Assurance Associate,20%,216,1520,0.142105263,Hospitality
Quality Assurance Auditor,20%,212,1514,0.14002642,Communication & PR
Quality Assurance Director,20%,226,1581,0.142947502,Data & IT
Quality Assurance Engineer,30%,332,2348,0.141396934,Leadership & Strategy
Quality Assurance Inspector,30%,351,2445,0.143558282,Medical & Healthcare
Quality Assurance Manager,20%,235,1612,0.145781638,Administrative & Clerical
Quality Assurance Specialist,25%,772,2533,0.304776944,Administrative & Clerical
Quality Assurance Technician,30%,352,2446,0.143908422,Supply Chain & Logistics
Quality Assurance Tester,50%,280,2236,0.125223614,Law Enforcement
Quality Auditor,20%,214,1526,0.140235911,Leadership & Strategy
Quality Consultant,20%,224,1839,0.121805329,Medical & Healthcare
Quality Control,20%,213,1801,0.118267629,Supply Chain & Logistics
Quality Control Analyst,25%,728,2499,0.291316527,Leadership & Strategy
Quality Control Assistant,20%,206,1452,0.141873278,Law Enforcement
Quality Control Associate,20%,209,1462,0.142954856,Construction
Quality Control Chemist,20%,151,1430,0.105594406,Sales & Marketing
Quality Control Engineer,30%,196,1427,0.137351086,Law Enforcement
Quality Control Inspector,25%,625,2141,0.291919664,Medical & Healthcare
Quality Control Manager,20%,228,1858,0.122712594,Hospitality
Quality Control Specialist,25%,708,2467,0.286988245,Supply Chain & Logistics
Quality Control Supervisor,20%,226,1854,0.121898598,Communication & PR
Quality Control Technician,30%,201,1612,0.124689826,Construction
Quality Coordinator,20%,220,1557,0.141297367,Data & IT
Quality Engineer,30%,199,1597,0.124608641,Sales & Marketing
Quality Improvement Specialist,20%,225,1540,0.146103896,Administrative & Clerical
Quality Inspector,25%,457,1684,0.271377672,Law Enforcement
Quality Manager,20%,234,1897,0.123352662,Leadership & Strategy
Quality Specialist,20%,224,1554,0.144144144,Medical & Healthcare
Quality Supervisor,20%,219,1844,0.118763557,Supply Chain & Logistics
Quality Technician,30%,206,1619,0.127239036,Hospitality
Quantitative Analyst,75%,8,46,0.173913043,Law Enforcement
Quantitative Developer,80%,182,1667,0.109178164,Data & IT
Quantitative Research Analyst,75%,168,1096,0.153284672,Construction
Quantity Surveyor,50%,80,636,0.125786164,Medical & Healthcare
R&D Engineer,50%,153,1151,0.132927889,Medical & Healthcare
Rabbi,5%,562,2693,0.208689194,Law Enforcement
Radar Technician,20%,611,2771,0.220498015,Construction
Radiation Safety Officer,15%,649,2822,0.229978738,Data & IT
Radiation Therapist,30%,75,454,0.165198238,Leadership & Strategy
Radio,10%,961,4258,0.225692814,Administrative & Clerical
Radio Host,10%,1123,4680,0.239957265,Communication & PR
Radio Operator,60%,124,890,0.139325843,Medical & Healthcare
Radio Producer,20%,279,1975,0.141265823,Sales & Marketing
Radiographer,45%,75,961,0.078043704,Medical & Healthcare
Radiologic Technologist,70%,75,549,0.136612022,Data & IT
Radiologist,20%,554,2214,0.250225836,Hospitality
Radiology,25%,366,1444,0.253462604,Administrative & Clerical
Radiology Assistant,65%,68,480,0.141666667,Data & IT
Radiology Manager,40%,331,1271,0.260424862,Hospitality
Radiology Technician,40%,219,861,0.254355401,Law Enforcement
Radiology Technologist,70%,75,549,0.136612022,Administrative & Clerical
Railroad Engineer,20%,543,2285,0.237636761,Sales & Marketing
Rails Developer,30%,191,1584,0.120580808,Leadership & Strategy
Ramp Agent,10%,313,1451,0.215713301,Leadership & Strategy
Ranch Hand,5%,250,1028,0.243190661,Supply Chain & Logistics
Ranch Manager,5%,351,1359,0.258278146,Law Enforcement
Ranger,35%,203,720,0.281944444,Data & IT
Reactor Operator,10%,216,1120,0.192857143,Sales & Marketing
Reader,5%,627,3148,0.199174079,Supply Chain & Logistics
Reading Specialist,20%,175,1596,0.109649123,Administrative & Clerical
Reading Teacher,5%,781,3286,0.237674985,Law Enforcement
Reading Tutor,5%,817,3482,0.234635267,Construction
Real Estate Accountant,20%,175,1369,0.127830533,Sales & Marketing
Real Estate Administrative Assistant,15%,1076,4249,0.253236056,Supply Chain & Logistics
Real Estate Agent,15%,1093,4314,0.25336115,Law Enforcement
Real Estate Analyst,10%,722,3348,0.215651135,Communication & PR
Real Estate Appraiser,15%,1014,4121,0.246056782,Construction
Real Estate Assistant,15%,1056,4199,0.25148845,Sales & Marketing
Real Estate Associate,15%,1058,4199,0.251964754,Hospitality
Real Estate Attorney,20%,145,1044,0.138888889,Administrative & Clerical
Real Estate Broker,15%,1071,4256,0.251644737,Communication & PR
Real Estate Consultant,20%,262,2321,0.112882378,Administrative & Clerical
Real Estate Developer,15%,956,4077,0.234486142,Medical & Healthcare
Real Estate Manager,24%,272,2354,0.115548003,Supply Chain & Logistics
Real Estate Paralegal,40%,431,1547,0.278603749,Administrative & Clerical
Real Estate Photographer,25%,567,2010,0.282089552,Medical & Healthcare
Real Estate Sales Agent,10%,959,4017,0.238735375,Supply Chain & Logistics
Real Estate Salesperson,20%,251,2187,0.11476909,Leadership & Strategy
Realtor,20%,250,2186,0.114364135,Medical & Healthcare
Receiver,60%,50,311,0.160771704,Sales & Marketing
Receiving Associate,80%,92,733,0.125511596,Data & IT
Receiving Clerk,70%,149,1307,0.11400153,Communication & PR
Receiving Manager,25%,579,1629,0.355432781,Law Enforcement
Receptionist,50%,81,662,0.122356495,Law Enforcement
Reconciliation Analyst,30%,207,1710,0.121052632,Data & IT
Reconciliation Specialist,20%,200,1425,0.140350877,Hospitality
Recording Engineer,20%,214,1603,0.133499688,Supply Chain & Logistics
Records Clerk,80%,222,1784,0.124439462,Communication & PR
Records Manager,40%,482,1623,0.2969809,Law Enforcement
Recovery Specialist,25%,569,1670,0.340718563,Construction
Recreation Aide,15%,609,2418,0.251861042,Supply Chain & Logistics
Recreation Coordinator,10%,771,3608,0.213691796,Supply Chain & Logistics
Recreation Director,10%,758,3594,0.210907067,Law Enforcement
Recreation Leader,25%,600,1484,0.404312668,Law Enforcement
Recreation Specialist,25%,607,1585,0.3829653,Medical & Healthcare
Recreation Supervisor,20%,170,1293,0.131477185,Leadership & Strategy
Recreation Therapist,10%,602,2437,0.247025031,Leadership & Strategy
Recreational Therapist,10%,599,2411,0.248444629,Medical & Healthcare
Recruiter,45%,222,2034,0.109144543,Medical & Healthcare
Recruiting Assistant,40%,611,2013,0.303527074,Hospitality
Recruiting Coordinator,40%,613,2010,0.304975124,Communication & PR
Recruiting Manager,30%,903,2361,0.382465057,Construction
Recruitment Consultant,20%,288,2310,0.124675325,Medical & Healthcare
Recruitment Manager,40%,643,2048,0.313964844,Data & IT
Recruitment Specialist,45%,219,2009,0.109009457,Supply Chain & Logistics
Referee,10%,299,1137,0.262972735,Supply Chain & Logistics
Reference Librarian,30%,147,1081,0.135985199,Hospitality
Referral Coordinator,50%,114,858,0.132867133,Construction
Referral Specialist,50%,113,857,0.131855309,Sales & Marketing
Refinery,20%,110,817,0.134638923,Leadership & Strategy
Refinery Operator,20%,118,957,0.123301985,Medical & Healthcare
Refrigeration Engineer,15%,122,500,0.244,Supply Chain & Logistics
Refrigeration Mechanic,20%,111,1207,0.091963546,Leadership & Strategy
Refrigeration Technician,25%,307,1052,0.291825095,Supply Chain & Logistics
Regional Account Manager,10%,930,3842,0.242061426,Supply Chain & Logistics
Regional Director,15%,1182,4385,0.269555302,Construction
Regional Manager,35%,309,1904,0.162289916,Communication & PR
Regional Operations Manager,24%,254,1877,0.135322323,Law Enforcement
Regional Property Manager,25%,627,1724,0.363689095,Leadership & Strategy
Regional Sales Director,24%,270,1942,0.139031926,Construction
Regional Sales Executive,45%,743,2270,0.327312775,Construction
Regional Sales Manager,35%,1003,3153,0.318109737,Law Enforcement
Regional Sales Representative,50%,216,1967,0.109811896,Medical & Healthcare
Registered Behavior Technician,20%,126,1099,0.114649682,Administrative & Clerical
Registered Dental Assistant,60%,42,360,0.116666667,Sales & Marketing
Registered Dietitian,12%,491,2022,0.242828882,Supply Chain & Logistics
Registered Medical Assistant,60%,43,364,0.118131868,Hospitality
Registered Respiratory Therapist,20%,125,1063,0.117591722,Leadership & Strategy
Registrar,30%,129,736,0.175271739,Administrative & Clerical
Registration Clerk,60%,85,710,0.11971831,Hospitality
Registration Specialist,60%,90,756,0.119047619,Communication & PR
Regulatory Affairs Associate,43%,614,1879,0.326769558,Communication & PR
Regulatory Affairs Manager,24%,259,1843,0.140531742,Sales & Marketing
Regulatory Affairs Specialist,45%,197,1814,0.108599779,Communication & PR
Regulatory Analyst,70%,183,1105,0.16561086,Construction
Regulatory Specialist,40%,604,1904,0.317226891,Law Enforcement
Rehab Aide,20%,626,2893,0.216384376,Sales & Marketing
Rehab Director,20%,844,3350,0.251940299,Hospitality
Rehab Technician,20%,116,962,0.120582121,Medical & Healthcare
Rehabilitation Aide,5%,531,2689,0.197471179,Law Enforcement
Rehabilitation Counselor,15%,783,3133,0.249920204,Communication & PR
Rehabilitation Nurse,5%,454,1965,0.231043257,Sales & Marketing
Rehabilitation Specialist,10%,565,2253,0.250776742,Supply Chain & Logistics
Rehabilitation Technician,5%,535,2690,0.198884758,Construction
Rehabilitation Therapist,10%,565,2267,0.249228055,Law Enforcement
Reimbursement Manager,10%,740,3078,0.240415854,Law Enforcement
Reimbursement Specialist,15%,899,3586,0.250697156,Medical & Healthcare
Relationship Banker,10%,795,3364,0.236325803,Construction
Relationship Manager,35%,967,3049,0.317153165,Construction
Relay Technician,25%,334,1112,0.300359712,Law Enforcement
Release Engineer,15%,1179,4468,0.263876455,Administrative & Clerical
Release Manager,10%,914,4248,0.215160075,Hospitality
Reliability Engineer,25%,460,1373,0.335032775,Hospitality
Religion Teacher,5%,721,3204,0.225031211,Sales & Marketing
Relocation Consultant,10%,896,3978,0.225238813,Data & IT
Renal Dietitian,12%,487,2005,0.242892768,Law Enforcement
Renewable Energy,25%,348,1115,0.312107623,Construction
Repair Technician,20%,125,1244,0.100482315,Medical & Healthcare
Report Analyst,60%,182,1339,0.13592233,Supply Chain & Logistics
Report Developer,75%,146,969,0.150670795,Sales & Marketing
Report Writer,10%,1252,5110,0.245009785,Data & IT
Reporter,20%,410,2673,0.153385709,Hospitality
Reporting Analyst,30%,244,1914,0.127481714,Medical & Healthcare
Representative,35%,261,1681,0.155264723,Construction
Requirements Analyst,62%,180,1595,0.112852665,Sales & Marketing
Research Administrator,30%,207,1765,0.117280453,Leadership & Strategy
Research Analyst,45%,199,1840,0.108152174,Supply Chain & Logistics
Research And Development Engineer,50%,154,1152,0.133680556,Supply Chain & Logistics
Research Assistant,20%,404,2608,0.154907975,Communication & PR
Research Associate,40%,614,1947,0.315356959,Construction
Research Chemist,20%,211,1879,0.112293773,Leadership & Strategy
Research Consultant,20%,298,2227,0.133812304,Medical & Healthcare
Research Coordinator,30%,234,1892,0.123678647,Medical & Healthcare
Research Director,30%,223,1841,0.121129821,Supply Chain & Logistics
Research Engineer,30%,205,1746,0.117411226,Supply Chain & Logistics
Research Manager,25%,994,2806,0.354240912,Medical & Healthcare
Research Nurse,5%,533,2172,0.245395948,Hospitality
Research Psychologist,10%,858,3432,0.25,Construction
Research Scientist,15%,849,3400,0.249705882,Administrative & Clerical
Research Specialist,20%,333,2357,0.14128129,Law Enforcement
Research Technician,45%,188,1803,0.10427066,Medical & Healthcare
Researcher,25%,1028,2939,0.349778836,Supply Chain & Logistics
Reservation Agent,40%,476,1597,0.29805886,Leadership & Strategy
Reservation Specialist,40%,614,2138,0.287184284,Hospitality
Reservationist,40%,570,2011,0.283441074,Communication & PR
Reservations Agent,40%,565,2015,0.280397022,Data & IT
Reservoir Engineer,20%,141,1408,0.100142045,Law Enforcement
Residence Counselor,25%,505,1348,0.37462908,Data & IT
Residence Hall Director,15%,975,3743,0.260486241,Supply Chain & Logistics
Residence Manager,20%,895,3577,0.250209673,Law Enforcement
Resident Assistant,5%,512,2650,0.193207547,Medical & Healthcare
Resident Director,15%,665,2491,0.26696106,Law Enforcement
Resident Engineer,40%,463,1502,0.308255659,Hospitality
Resident Manager,20%,221,1437,0.153792624,Communication & PR
Residential Appraiser,10%,540,2541,0.212514758,Data & IT
Residential Director,20%,212,1617,0.131106988,Supply Chain & Logistics
Residential Electrician,20%,77,927,0.083063646,Supply Chain & Logistics
Residential Property Manager,15%,1054,4175,0.25245509,Data & IT
Resort Manager,30%,225,1691,0.133057363,Leadership & Strategy
Resource Specialist,20%,285,1972,0.144523327,Supply Chain & Logistics
Respiratory Care Practitioner,20%,98,774,0.126614987,Supply Chain & Logistics
Respiratory Therapist,20%,100,623,0.160513644,Law Enforcement
Restaurant,30%,180,1490,0.120805369,Medical & Healthcare
Restaurant Assistant Manager,30%,231,1936,0.119318182,Supply Chain & Logistics
Restaurant Cashier,30%,120,792,0.151515152,Construction
Restaurant Consultant,20%,209,1591,0.131363922,Data & IT
Restaurant General Manager,40%,392,1308,0.29969419,Administrative & Clerical
Restaurant Host,50%,36,300,0.12,Construction
Restaurant Manager,30%,236,1944,0.121399177,Law Enforcement
Restaurant Operations Manager,40%,386,1428,0.270308123,Medical & Healthcare
Restaurant Server,40%,226,963,0.234683281,Supply Chain & Logistics
Restaurant Supervisor,40%,384,1285,0.298832685,Leadership & Strategy
Restaurant Worker,26%,356,1071,0.332399627,Construction
Retail Assistant,20%,220,1135,0.193832599,Law Enforcement
Retail Assistant Manager,10%,1006,4288,0.234608209,Data & IT
Retail Associate,20%,221,1178,0.187606112,Construction
Retail Banker,5%,637,2687,0.237067361,Leadership & Strategy
Retail Buyer,58%,158,1126,0.140319716,Data & IT
Retail Cashier,30%,117,730,0.160273973,Sales & Marketing
Retail Clerk,20%,221,1139,0.194029851,Sales & Marketing
Retail Consultant,25%,655,1808,0.362278761,Construction
Retail Director,10%,1003,4288,0.233908582,Administrative & Clerical
Retail District Manager,10%,1010,4280,0.235981308,Leadership & Strategy
Retail Management,10%,997,4246,0.234809232,Medical & Healthcare
Retail Manager,10%,1009,4273,0.236133864,Supply Chain & Logistics
Retail Marketing Manager,20%,280,2109,0.132764343,Law Enforcement
Retail Merchandiser,25%,604,1578,0.382762991,Sales & Marketing
Retail Operations Manager,20%,260,1896,0.137130802,Hospitality
Retail Pharmacist,12%,555,2198,0.252502275,Construction
Retail Sales,25%,572,1448,0.395027624,Hospitality
Retail Sales Associate,25%,561,1422,0.394514768,Communication & PR
Retail Sales Consultant,30%,189,1384,0.136560694,Hospitality
Retail Sales Manager,25%,649,1685,0.385163205,Data & IT
Retail Sales Representative,45%,674,2203,0.305946437,Sales & Marketing
Retail Salesperson,25%,558,1409,0.39602555,Administrative & Clerical
Retail Specialist,25%,586,1618,0.362175525,Leadership & Strategy
Retail Store Manager,10%,1013,4332,0.233841182,Law Enforcement
Retail Supervisor,20%,241,1727,0.13954835,Communication & PR
Retention Specialist,25%,551,1584,0.347853535,Sales & Marketing
Retirement Specialist,20%,212,1613,0.131432114,Law Enforcement
Retoucher,30%,194,1715,0.113119534,Medical & Healthcare
Revenue Accountant,20%,254,1894,0.134107709,Communication & PR
Revenue Analyst,20%,254,1732,0.14665127,Data & IT
Revenue Cycle Analyst,60%,149,1055,0.141232227,Law Enforcement
Revenue Cycle Manager,30%,548,1549,0.35377663,Sales & Marketing
Revenue Manager,15%,1042,4230,0.246335697,Construction
Revenue Officer,5%,837,3156,0.265209125,Construction
Reviewer,10%,1217,4948,0.245957963,Administrative & Clerical
Rf Design Engineer,40%,415,1405,0.295373665,Communication & PR
Rf Engineer,40%,419,1418,0.295486601,Data & IT
Rheumatologist,10%,392,1663,0.235718581,Communication & PR
Rig Welder,10%,89,370,0.240540541,Leadership & Strategy
Rigger,10%,176,867,0.202998847,Leadership & Strategy
Right Of Way Agent,30%,102,696,0.146551724,Data & IT
Risk Analyst,35%,725,2289,0.316732197,Supply Chain & Logistics
Risk Management Analyst,60%,197,1658,0.118817853,Data & IT
Risk Management Specialist,40%,604,1858,0.325080732,Administrative & Clerical
Risk Manager,32%,244,1904,0.128151261,Supply Chain & Logistics
Rn Case Manager,20%,146,791,0.184576485,Hospitality
Rn Supervisor,20%,669,2703,0.247502775,Communication & PR
Robotics Engineer,70%,111,804,0.138059701,Medical & Healthcare
Roll Off Driver,30%,55,399,0.137844612,Communication & PR
Roofer,10%,90,318,0.283018868,Law Enforcement
Room Attendant,40%,258,959,0.26903024,Law Enforcement
Room Service Server,40%,203,842,0.241092637,Construction
Roughneck,20%,57,742,0.076819407,Law Enforcement
Roustabout,17%,468,1837,0.254763201,Hospitality
Route Driver,40%,100,426,0.234741784,Data & IT
Route Sales Representative,45%,485,1626,0.298277983,Hospitality
Rpg Programmer,65%,217,1279,0.1696638,Supply Chain & Logistics
Ruby Developer,30%,190,1583,0.120025268,Medical & Healthcare
Runner,20%,54,363,0.148760331,Administrative & Clerical
Safety Advisor,20%,258,1486,0.173620458,Hospitality
Safety Assistant,40%,395,1446,0.273167358,Administrative & Clerical
Safety Consultant,65%,73,765,0.095424837,Law Enforcement
Safety Coordinator,60%,1,2,0.5,Leadership & Strategy
Safety Director,50%,69,540,0.127777778,Sales & Marketing
Safety Engineer,20%,124,850,0.145882353,Construction
Safety Inspector,50%,67,523,0.128107075,Hospitality
Safety Officer,25%,463,1279,0.362001564,Medical & Healthcare
Safety Professional,35%,574,1964,0.292260692,Medical & Healthcare
Safety Specialist,35%,570,1958,0.291113381,Supply Chain & Logistics
Safety Supervisor,48%,160,1652,0.0968523,Supply Chain & Logistics
Safety Technician,20%,130,1135,0.114537445,Leadership & Strategy
Sailing Instructor,10%,361,1629,0.221608349,Communication & PR
Sales Account Executive,55%,117,1018,0.114931238,Law Enforcement
Sales Account Manager,50%,212,1950,0.108717949,Supply Chain & Logistics
Sales Administrator,45%,632,2117,0.298535664,Communication & PR
Sales Advisor,45%,717,2230,0.321524664,Data & IT
Sales Agent,55%,118,1034,0.114119923,Construction
Sales Analyst,50%,212,1978,0.107178969,Law Enforcement
Sales Assistant,20%,266,1721,0.154561302,Data & IT
Sales Associate,65%,169,1197,0.141186299,Sales & Marketing
Sales Clerk,15%,892,4091,0.218039599,Communication & PR
Sales Coach,22%,285,1996,0.142785571,Hospitality
Sales Consultant,35%,996,3045,0.327093596,Sales & Marketing
Sales Contractor,15%,915,4355,0.21010333,Data & IT
Sales Coordinator,35%,997,3135,0.318022329,Hospitality
Sales Development Representative,55%,165,1417,0.11644319,Sales & Marketing
Sales Director,22%,296,2158,0.137164041,Communication & PR
Sales Engineer,15%,968,4215,0.229655991,Administrative & Clerical
Sales Executive,50%,207,1933,0.107087429,Construction
Sales Lead,15%,1154,4417,0.261263301,Leadership & Strategy
Sales Manager,23%,293,1997,0.14672008,Hospitality
Sales Marketing,50%,211,2001,0.105447276,Sales & Marketing
Sales Merchandiser,25%,591,1562,0.378361076,Medical & Healthcare
Sales Operations Analyst,65%,157,1053,0.149097816,Sales & Marketing
Sales Operations Manager,29%,702,1800,0.39,Communication & PR
Sales Professional,15%,959,4467,0.214685471,Leadership & Strategy
Sales Recruiter,40%,606,1842,0.328990228,Administrative & Clerical
Sales Representative,45%,736,2273,0.323801144,Administrative & Clerical
Sales Specialist,35%,271,2075,0.13060241,Communication & PR
Sales Supervisor,22%,295,2169,0.136007377,Data & IT
Sales Support Specialist,50%,211,1966,0.107324517,Hospitality
Sales Team Leader,15%,1157,4511,0.25648415,Medical & Healthcare
Sales Trader,5%,639,2814,0.227078891,Data & IT
Sales Trainer,29%,682,1686,0.404507711,Data & IT
Salesforce Administrator,38%,1022,3269,0.312633833,Hospitality
Salesforce Business Analyst,60%,208,1694,0.122786305,Administrative & Clerical
Salesforce Consultant,30%,262,1991,0.131592165,Administrative & Clerical
Salesforce Developer,35%,1004,3228,0.311028501,Data & IT
Salesman,15%,950,4446,0.213675214,Medical & Healthcare
Salesperson,15%,1104,4519,0.244301837,Supply Chain & Logistics
Salon Assistant,5%,298,1561,0.190903267,Data & IT
Salon Manager,30%,470,1263,0.37212985,Hospitality
Salon Receptionist,20%,187,1029,0.181729835,Law Enforcement
Sandwich Maker,20%,52,358,0.145251397,Leadership & Strategy
Sanitation Worker,30%,54,404,0.133663366,Hospitality
Sap Abap Developer,40%,615,1838,0.334602829,Sales & Marketing
Sap Administrator,40%,671,2130,0.315023474,Law Enforcement
Sap Analyst,45%,177,1751,0.101085094,Supply Chain & Logistics
Sap Basis Administrator,50%,170,1248,0.136217949,Administrative & Clerical
Sap Business Analyst,50%,196,1580,0.124050633,Construction
Sap Consultant,30%,264,1994,0.132397192,Sales & Marketing
Sap Developer,70%,131,929,0.141011841,Sales & Marketing
Sap Functional Consultant,38%,1025,3289,0.311644877,Communication & PR
Sap Project Manager,70%,10,52,0.192307692,Data & IT
Sap Security Consultant,40%,689,2156,0.319573284,Construction
Sas Analyst,45%,173,1731,0.09994223,Data & IT
Sas Developer,75%,133,932,0.142703863,Hospitality
Sas Programmer,45%,177,1743,0.101549053,Administrative & Clerical
Sat Tutor,5%,791,3447,0.229474906,Hospitality
Satellite Engineer,30%,151,1198,0.126043406,Construction
Satellite Technician,20%,646,2796,0.231044349,Hospitality
Saw Filer,10%,80,372,0.215053763,Construction
Scaffold Builder,15%,465,1840,0.252717391,Law Enforcement
Scanner,45%,149,1537,0.096942095,Data & IT
Scenic Artist,10%,411,2217,0.185385656,Construction
Scheduler,30%,209,1553,0.134578236,Leadership & Strategy
Scheduling Coordinator,40%,509,1599,0.318323952,Construction
Scheduling Manager,20%,255,1841,0.138511678,Data & IT
School Administrator,40%,491,1714,0.286464411,Leadership & Strategy
School Aide,20%,147,793,0.185372005,Medical & Healthcare
School Bus Driver,45%,25,180,0.138888889,Medical & Healthcare
School Counselor,10%,725,2699,0.268618007,Hospitality
School Custodian,17%,578,2449,0.2360147,Communication & PR
School Director,15%,724,3011,0.240451677,Construction
School Librarian,35%,694,2295,0.302396514,Leadership & Strategy
School Nurse,5%,454,2122,0.213949105,Communication & PR
School Principal,20%,214,1200,0.178333333,Supply Chain & Logistics
School Psychologist,10%,644,2506,0.25698324,Communication & PR
School Secretary,5%,595,2915,0.204116638,Communication & PR
School Social Worker,20%,211,1511,0.139642621,Sales & Marketing
School Teacher,10%,707,2791,0.253314224,Data & IT
Science Teacher,5%,735,3221,0.228190003,Data & IT
Science Writer,30%,200,1787,0.111919418,Law Enforcement
Scientific Writer,30%,199,1779,0.111860596,Construction
Scientist,25%,315,1068,0.29494382,Sales & Marketing
Scout,30%,100,586,0.170648464,Administrative & Clerical
Screen Printer,25%,197,1708,0.115339578,Supply Chain & Logistics
Screener,40%,273,949,0.287671233,Administrative & Clerical
Scribe,80%,202,1623,0.124460875,Data & IT
Script Writer,20%,1299,5364,0.242170022,Law Enforcement
Scrum Master,5%,757,2929,0.258449983,Hospitality
Sculptor,5%,279,1482,0.188259109,Leadership & Strategy
Seamstress,10%,200,1295,0.154440154,Supply Chain & Logistics
Secondary Teacher,5%,736,3226,0.228146311,Administrative & Clerical
Secretary,35%,617,2226,0.277178796,Law Enforcement
Security Administrator,50%,160,1233,0.129764801,Leadership & Strategy
Security Agent,25%,294,937,0.313767343,Supply Chain & Logistics
Security Analyst,30%,729,1817,0.401210787,Communication & PR
Security Architect,50%,167,1603,0.104179663,Medical & Healthcare
Security Assistant,20%,98,609,0.16091954,Sales & Marketing
Security Consultant,70%,151,986,0.153144016,Sales & Marketing
Security Coordinator,48%,148,1607,0.092097075,Law Enforcement
Security Director,30%,119,766,0.15535248,Data & IT
Security Dispatcher,65%,84,774,0.108527132,Construction
Security Engineer,37%,631,1968,0.320630081,Supply Chain & Logistics
Security Guard,25%,245,869,0.281933257,Medical & Healthcare
Security Manager,55%,101,833,0.121248499,Law Enforcement
Security Officer,20%,96,630,0.152380952,Hospitality
Security Receptionist,50%,44,381,0.115485564,Hospitality
Security Specialist,50%,92,735,0.125170068,Communication & PR
Security Supervisor,40%,283,998,0.283567134,Law Enforcement
Security Technician,60%,117,854,0.137002342,Medical & Healthcare
Segment Producer,25%,906,2715,0.333701657,Data & IT
Seismologist,25%,268,988,0.271255061,Hospitality
Senior Account Executive,30%,255,2035,0.125307125,Supply Chain & Logistics
Senior Account Manager,10%,886,3793,0.233588189,Sales & Marketing
Senior Accountant,10%,765,3249,0.235457064,Hospitality
Senior Administrative Assistant,25%,546,1705,0.320234604,Hospitality
Senior Analyst,25%,809,2272,0.356073944,Law Enforcement
Senior Architect,15%,1136,4834,0.235002069,Supply Chain & Logistics
Senior Art Director,20%,243,1815,0.133884298,Law Enforcement
Senior Auditor,15%,1031,4047,0.25475661,Supply Chain & Logistics
Senior Business Analyst,30%,294,2165,0.135796767,Law Enforcement
Senior Buyer,40%,449,1512,0.296957672,Leadership & Strategy
Senior Caregiver,15%,640,2521,0.253867513,Construction
Senior Civil Engineer,30%,156,1257,0.124105012,Sales & Marketing
